Reporter Countries,Partner Countries,export_qty_t,partner_total_from_reporters,dependency_pct
Pakistan,Uganda,61828.0,1462798.5300000003,4.2
India,Uganda,27858.25,1462798.5300000003,1.9
Italy,Uganda,5809.0,1462798.5300000003,0.4
Thailand,Uganda,3671.35,1462798.5300000003,0.3
United States of America,Uganda,990.38,1462798.5300000003,0.1
Viet Nam,Uganda,750.23,1462798.5300000003,0.1
TÃ¼rkiye,Uganda,11.47,1462798.5300000003,0.0
Pakistan,Ukraine,331004.87,1358987.1099999999,24.4
India,Ukraine,312510.41,1358987.1099999999,23.0
Egypt,Ukraine,229376.05,1358987.1099999999,16.9
TÃ¼rkiye,Ukraine,146857.93,1358987.1099999999,10.8
Thailand,Ukraine,104393.95,1358987.1099999999,7.7
Viet Nam,Ukraine,72841.01,1358987.1099999999,5.4
Russian Federation,Ukraine,60662.33,1358987.1099999999,4.5
Italy,Ukraine,30042.58,1358987.1099999999,2.2
United States of America,Ukraine,29887.739999999998,1358987.1099999999,2.2
Kazakhstan,Ukraine,18655.19,1358987.1099999999,1.4
Spain,Ukraine,14025.16,1358987.1099999999,1.0
Greece,Ukraine,4980.12,1358987.1099999999,0.4
Bulgaria,Ukraine,2526.65,1358987.1099999999,0.2
Uruguay,Ukraine,682.0,1358987.1099999999,0.1
Argentina,Ukraine,145.0,1358987.1099999999,0.0
France,Ukraine,5.44,1358987.1099999999,0.0
Paraguay,Ukraine,317.0,1358987.1099999999,0.0
Portugal,Ukraine,73.68,1358987.1099999999,0.0
India,United Arab Emirates,11752872.26,19455522.06,60.4
Pakistan,United Arab Emirates,4799411.38,19455522.06,24.7
Thailand,United Arab Emirates,2136770.06,19455522.06,11.0
Viet Nam,United Arab Emirates,463212.66,19455522.06,2.4
United States of America,United Arab Emirates,132936.18,19455522.06,0.7
Egypt,United Arab Emirates,105823.38,19455522.06,0.5
Spain,United Arab Emirates,34881.42,19455522.06,0.2
Bulgaria,United Arab Emirates,432.59000000000003,19455522.06,0.0
France,United Arab Emirates,206.05,19455522.06,0.0
Greece,United Arab Emirates,813.48,19455522.06,0.0
Italy,United Arab Emirates,9266.58,19455522.06,0.0
Kazakhstan,United Arab Emirates,0.15,19455522.06,0.0
Niger,United Arab Emirates,412.72,19455522.06,0.0
Paraguay,United Arab Emirates,148.83,19455522.06,0.0
Portugal,United Arab Emirates,2252.28,19455522.06,0.0
Russian Federation,United Arab Emirates,1403.8899999999999,19455522.06,0.0
Suriname,United Arab Emirates,19.76,19455522.06,0.0
TÃ¼rkiye,United Arab Emirates,6506.72,19455522.06,0.0
United Republic of Tanzania,United Arab Emirates,674.83,19455522.06,0.0
Uruguay,United Arab Emirates,7476.84,19455522.06,0.0
India,United Kingdom of Great Britain and Northern Ireland,3257140.5,10905017.71,29.9
Pakistan,United Kingdom of Great Britain and Northern Ireland,1802203.37,10905017.71,16.5
Italy,United Kingdom of Great Britain and Northern Ireland,1551789.61,10905017.71,14.2
United States of America,United Kingdom of Great Britain and Northern Ireland,1333342.47,10905017.71,12.2
Thailand,United Kingdom of Great Britain and Northern Ireland,989973.32,10905017.71,9.1
Spain,United Kingdom of Great Britain and Northern Ireland,967718.38,10905017.71,8.9
Uruguay,United Kingdom of Great Britain and Northern Ireland,372849.48,10905017.71,3.4
France,United Kingdom of Great Britain and Northern Ireland,244979.13,10905017.71,2.2
Guyana,United Kingdom of Great Britain and Northern Ireland,110904.97,10905017.71,1.0
Greece,United Kingdom of Great Britain and Northern Ireland,66806.81999999999,10905017.71,0.6
Egypt,United Kingdom of Great Britain and Northern Ireland,59038.56,10905017.71,0.5
Portugal,United Kingdom of Great Britain and Northern Ireland,59583.68,10905017.71,0.5
Paraguay,United Kingdom of Great Britain and Northern Ireland,31575.670000000002,10905017.71,0.3
Viet Nam,United Kingdom of Great Britain and Northern Ireland,31176.989999999998,10905017.71,0.3
Argentina,United Kingdom of Great Britain and Northern Ireland,19361.65,10905017.71,0.2
Australia,United Kingdom of Great Britain and Northern Ireland,459.0,10905017.71,0.0
Bulgaria,United Kingdom of Great Britain and Northern Ireland,855.85,10905017.71,0.0
Russian Federation,United Kingdom of Great Britain and Northern Ireland,256.72999999999996,10905017.71,0.0
Suriname,United Kingdom of Great Britain and Northern Ireland,1524.0,10905017.71,0.0
TÃ¼rkiye,United Kingdom of Great Britain and Northern Ireland,3475.2200000000003,10905017.71,0.0
United Republic of Tanzania,United Kingdom of Great Britain and Northern Ireland,2.31,10905017.71,0.0
Pakistan,United Republic of Tanzania,1910598.34,3059516.79,62.4
India,United Republic of Tanzania,533805.7100000001,3059516.79,17.4
Thailand,United Republic of Tanzania,311164.06,3059516.79,10.2
Viet Nam,United Republic of Tanzania,249940.2,3059516.79,8.2
Egypt,United Republic of Tanzania,32443.0,3059516.79,1.1
United States of America,United Republic of Tanzania,19599.31,3059516.79,0.6
Italy,United Republic of Tanzania,1940.85,3059516.79,0.1
Spain,United Republic of Tanzania,4.55,3059516.79,0.0
TÃ¼rkiye,United Republic of Tanzania,20.77,3059516.79,0.0
Thailand,United States of America,11652115.34,16474188.45,70.7
India,United States of America,3222022.86,16474188.45,19.6
Pakistan,United States of America,622211.54,16474188.45,3.8
Viet Nam,United States of America,396119.37,16474188.45,2.4
Italy,United States of America,166200.26,16474188.45,1.0
Argentina,United States of America,130827.49,16474188.45,0.8
Spain,United States of America,109923.82,16474188.45,0.7
Egypt,United States of America,66899.74,16474188.45,0.4
Uruguay,United States of America,45702.54,16474188.45,0.3
Guyana,United States of America,39887.78,16474188.45,0.2
Australia,United States of America,147.0,16474188.45,0.0
Bulgaria,United States of America,172.85,16474188.45,0.0
France,United States of America,870.92,16474188.45,0.0
Greece,United States of America,767.12,16474188.45,0.0
Kazakhstan,United States of America,1295.79,16474188.45,0.0
Niger,United States of America,1070.0,16474188.45,0.0
Paraguay,United States of America,5120.39,16474188.45,0.0
Portugal,United States of America,1051.56,16474188.45,0.0
Russian Federation,United States of America,1704.23,16474188.45,0.0
Suriname,United States of America,1827.0,16474188.45,0.0
TÃ¼rkiye,United States of America,7858.8099999999995,16474188.45,0.0
United Republic of Tanzania,United States of America,392.04,16474188.45,0.0
Paraguay,Uruguay,3968.6400000000003,7061.240000000001,56.2
Argentina,Uruguay,1346.0,7061.240000000001,19.1
Uruguay,Uruguay,542.0,7061.240000000001,7.7
Italy,Uruguay,305.55,7061.240000000001,4.3
United States of America,Uruguay,287.14,7061.240000000001,4.1
TÃ¼rkiye,Uruguay,250.0,7061.240000000001,3.5
Niger,Uruguay,160.0,7061.240000000001,2.3
Viet Nam,Uruguay,105.0,7061.240000000001,1.5
Spain,Uruguay,62.05,7061.240000000001,0.9
India,Uruguay,33.08,7061.240000000001,0.5
Portugal,Uruguay,1.78,7061.240000000001,0.0
Kazakhstan,Uzbekistan,174233.85,477127.9,36.5
United States of America,Uzbekistan,123766.0,477127.9,25.9
Pakistan,Uzbekistan,111326.0,477127.9,23.3
Russian Federation,Uzbekistan,47518.42,477127.9,10.0
Thailand,Uzbekistan,10520.5,477127.9,2.2
TÃ¼rkiye,Uzbekistan,6694.450000000001,477127.9,1.4
Viet Nam,Uzbekistan,1630.0,477127.9,0.3
India,Uzbekistan,1047.3899999999999,477127.9,0.2
Egypt,Uzbekistan,193.0,477127.9,0.0
France,Uzbekistan,0.39,477127.9,0.0
Italy,Uzbekistan,197.9,477127.9,0.0
Viet Nam,Vanuatu,39982.03,49709.229999999996,80.4
United States of America,Vanuatu,5700.0,49709.229999999996,11.5
Thailand,Vanuatu,3629.2200000000003,49709.229999999996,7.3
India,Vanuatu,339.0,49709.229999999996,0.7
Australia,Vanuatu,31.0,49709.229999999996,0.1
France,Vanuatu,25.23,49709.229999999996,0.1
TÃ¼rkiye,Vanuatu,2.75,49709.229999999996,0.0
Guyana,Venezuela (Bolivarian Republic of),881763.43,1263663.29,69.8
India,Venezuela (Bolivarian Republic of),121365.99999999999,1263663.29,9.6
Uruguay,Venezuela (Bolivarian Republic of),77520.82,1263663.29,6.1
Argentina,Venezuela (Bolivarian Republic of),64536.0,1263663.29,5.1
United States of America,Venezuela (Bolivarian Republic of),52323.86,1263663.29,4.1
Viet Nam,Venezuela (Bolivarian Republic of),33714.55,1263663.29,2.7
Suriname,Venezuela (Bolivarian Republic of),12477.5,1263663.29,1.0
Paraguay,Venezuela (Bolivarian Republic of),8464.439999999999,1263663.29,0.7
Pakistan,Venezuela (Bolivarian Republic of),3428.2799999999997,1263663.29,0.3
Thailand,Venezuela (Bolivarian Republic of),4222.88,1263663.29,0.3
Italy,Venezuela (Bolivarian Republic of),2121.85,1263663.29,0.2
TÃ¼rkiye,Venezuela (Bolivarian Republic of),1021.52,1263663.29,0.1
Egypt,Venezuela (Bolivarian Republic of),494.0,1263663.29,0.0
Portugal,Venezuela (Bolivarian Republic of),203.63,1263663.29,0.0
Spain,Venezuela (Bolivarian Republic of),4.53,1263663.29,0.0
India,Viet Nam,2038465.83,2186315.36,93.2
Thailand,Viet Nam,113860.45999999999,2186315.36,5.2
United States of America,Viet Nam,16348.15,2186315.36,0.7
Pakistan,Viet Nam,13309.41,2186315.36,0.6
Niger,Viet Nam,3110.0,2186315.36,0.1
France,Viet Nam,137.72,2186315.36,0.0
Greece,Viet Nam,8.48,2186315.36,0.0
Guyana,Viet Nam,0.01,2186315.36,0.0
Italy,Viet Nam,626.99,2186315.36,0.0
Russian Federation,Viet Nam,4.09,2186315.36,0.0
Spain,Viet Nam,0.9299999999999999,2186315.36,0.0
TÃ¼rkiye,Viet Nam,9.29,2186315.36,0.0
United Republic of Tanzania,Viet Nam,434.0,2186315.36,0.0
India,Yemen,4437640.87,9545665.39,46.5
Thailand,Yemen,3558506.06,9545665.39,37.3
Pakistan,Yemen,1434453.03,9545665.39,15.0
United States of America,Yemen,107706.43,9545665.39,1.1
Viet Nam,Yemen,5230.0,9545665.39,0.1
Egypt,Yemen,1590.0,9545665.39,0.0
Greece,Yemen,6.0,9545665.39,0.0
Italy,Yemen,1.0,9545665.39,0.0
Spain,Yemen,522.0,9545665.39,0.0
TÃ¼rkiye,Yemen,10.0,9545665.39,0.0
Thailand,Zambia,24656.440000000002,55322.58,44.6
India,Zambia,12674.09,55322.58,22.9
Pakistan,Zambia,10349.0,55322.58,18.7
United Republic of Tanzania,Zambia,4677.9,55322.58,8.5
Viet Nam,Zambia,2133.0,55322.58,3.9
Egypt,Zambia,525.0,55322.58,0.9
United States of America,Zambia,249.65,55322.58,0.5
Italy,Zambia,56.5,55322.58,0.1
TÃ¼rkiye,Zambia,1.0,55322.58,0.0
Thailand,Zimbabwe,208628.11,455487.13,45.8
Pakistan,Zimbabwe,160911.61,455487.13,35.3
India,Zimbabwe,78283.07,455487.13,17.2
Egypt,Zimbabwe,5331.0,455487.13,1.2
Viet Nam,Zimbabwe,2150.0,455487.13,0.5
United Republic of Tanzania,Zimbabwe,183.34,455487.13,0.0
